date;weekday;category;name;employees;students;type
2019-03-12;Tue;Pasta;Ungarisches Putengeschnetzeltes;;;0
2019-03-12;Tue;Pasta;Rahmsoße mit Kürbis;;;1
2019-03-12;Tue;Auflauf;Gratinierte Sahnepasta mit Spinat;;;1
2019-03-12;Tue;Auflauf;Blumenkohl-Spinat-Lasagne mit Hackfleisch;3,85;2,05;0
2019-03-12;Tue;Auflauf;Apfel-Birnencrumble mit Schokolade;;;2
2019-03-12;Tue;Terrine;Blumenkohlsuppe mit roten Linsen und Kresse;3,54;1,74;2
2019-03-13;Wed;Angebote;"Aufgrund von Umbauarbeiten sind die Ausgaben ""fertig 1"" und ""fertig 2"" geschlossen. Bitte nutzen Sie alternativ unsere Ausgabe ""fertig 4"" und die ""kleine Pastatheke""";;;0
2019-03-13;Wed;Angebote;"Aufgrund von Umbauarbeiten sind die Ausgaben ""fertig 1"" und ""fertig 2"" geschlossen. Bitte nutzen Sie alternativ unsere Ausgabe ""fertig 4"" und die ""kleine Pastatheke""";;;0
2019-03-13;Wed;Angebote;Paniertes Ei mit Erbspüree und Schwenkkartoffeln;4,46;2,66;1
2019-03-13;Wed;Angebote;Hähnchenbrust kreolische Art mit Champignons, Paprika, Tomaten und schwarzen Oliven, dazu Reis und pikanter Spitzkohlsalat;4,6;2,8;0
2019-03-13;Wed;Ausgabe an der kleinen Pastatheke;Seelachs kreolische Art mit Champignons, Paprika, Tomaten und schwarzen Oliven, dazu Reis und pikanter Spitzkohlsalat;;;0
2019-03-13;Wed;Wok & Grill;Frühlingsrollen mit asiatischem Gemüse aus dem Wok, dazu Mie Nudeln;5,4;3,6;2
2019-03-13;Wed;Hausgemachte Pasta, heute;Trecce mit Schinken, Kirschtomaten und Rucola, dazu italienischer Hartkäse Grana Padano;4,1;2,3;0
2019-03-13;Wed;Pasta;Tomatensoße Bolognese;;;0
2019-03-13;Wed;Pasta;Rahmsoße mit Tomaten und Zucchini;;;1
2019-03-13;Wed;Auflauf;Pasta mit Pute, Paprika und Käse gratiniert;;;0
2019-03-13;Wed;Auflauf;Blumenkohl-Spinat-Lasagne mit Hackfleisch;3,85;2,05;0
2019-03-13;Wed;Auflauf;Apfel-Birnencrumble mit Schokolade;;;2
2019-03-13;Wed;Terrine;Blumenkohlsuppe mit roten Linsen und Kresse;3,54;1,74;2
2019-03-14;Thu;Angebote;Schweineschnitzel mit Pommes frites und Gurkensalat;4,5;2,7;0
2019-03-14;Thu;Hausgemachte Pasta, heute;Maccheroni in Tomaten-Paprikaragout, dazu italienischer Hartkäse Grana Padano;4,1;2,3;0
2019-03-14;Thu;Pasta;Pusztasoße;;;0
2019-03-14;Thu;Pasta;Frischkäse-Kräutersoße;;;1
2019-03-14;Thu;Auflauf;Blumenkohl-Spinat-Lasagne mit Hackfleisch;3,85;2,05;0
2019-03-14;Thu;Auflauf;Penne in Kürbisrahmsoße mit Käse gratiniert;3,85;2,05;1
2019-03-14;Thu;Terrine;Blumenkohlsuppe mit roten Linsen und Kresse;3,54;1,74;2
2019-03-15;Fri;Angebote;Vier Quarkkäulchen mit Zucker und Apfelmus;3,9;2,1;1
2019-03-15;Fri;Angebote;Lammbraten mit Rosenkohl und Klößen;;;0
2019-03-15;Fri;Angebote;Rosmarinkartoffeln mit Hüttenkäse und Hirtensalat;;;1
2019-03-15;Fri;Wok & Grill;Rückensteak vom Schwein mit Espressowürzung, Pfeffer-Hollandaise, grünen Bohnen und Kartoffelbällchen;4,78;2,98;0
2019-03-15;Fri;Pasta;Champignons in Rahmsoße;;;1
2019-03-15;Fri;Pasta;Tomatensoße mit Hirtenkäse;;;1
2019-03-15;Fri;Auflauf;Makkaroniauflauf mit Kräuterfrischkäse;;;1
2019-03-15;Fri;Auflauf;Penne mit Pusztasoße und Gouda gratiniert;;;0
2019-03-15;Fri;Terrine;Asiatische Gemüsesuppe mit Mie Nudeln;;;2
2019-03-18;Mon;Angebote;Wirsingroulade mit Gemüse-Schupfnudeln;4,6;2,8;0
2019-03-18;Mon;Angebote;Blumenkohl-Käsemedaillon mit Karottencremesoße, Kartoffelpüree und Rote-Bete-Birnensalat mit gerösteten Kürbiskernen;;;1
2019-03-18;Mon;Wok & Grill;Schweinefleisch mit Pilzen, Bambus, Sesam, Karotten und Mie Nudeln;4,6;2,8;0
2019-03-18;Mon;Hausgemachte Pasta, heute;Amori mit Tomaten-Olivenpesto, dazu Mozzarella;;;1
2019-03-18;Mon;Pasta;Pastasoße Funghi;;;1
2019-03-18;Mon;Pasta;Tomatensoße mit Salami;;;0
2019-03-18;Mon;Terrine;Sächsische Kartoffelsuppe;3,54;1,74;2
2019-03-19;Tue;Angebote;Spanferkelrollbraten mit Bohnengemüse und Petersilienkartoffeln;4,4;2,6;0
2019-03-19;Tue;Angebote;Gemüseburger mit Avocado-Mayonnaise, Tomaten, Zwiebeln und Jalapenos;4,79;2,99;1
2019-03-19;Tue;Wok & Grill;Hähnchenbrust auf Wokgemüse mit Mais und Ananas, dazu Basmati Reis;5,15;3,35;0
2019-03-19;Tue;Hausgemachte Pasta, heute;Trecce alla greco mit Schafskäse;;;1
2019-03-19;Tue;Pasta;Pute orientalisch;;;0
2019-03-19;Tue;Pasta;Tomatensoße mit Austernpilzen;;;2
2019-03-19;Tue;Auflauf;Pasta in Tomatensoße mit Wilmersburger Kräuter-Schmelz gratiniert;;;2
2019-03-19;Tue;Auflauf;Canneloni mit Spinatfüllung in Tomatensoße;3,85;2,05;1
2019-03-19;Tue;Auflauf;Aprikosen-Quarkauflauf mit Sauerkirschen;;;1
2019-03-19;Tue;Terrine;Sächsische Kartoffelsuppe;3,54;1,74;2
2019-03-20;Wed;Angebote;Seelachsfilet in Eipanade mit Honigmöhren und Kartoffelpüree mit Senf-Zwiebeln;5,0;3,2;0
2019-03-20;Wed;Angebote;Seelachsfilet Sesam mit Honigmöhren und Kartoffelpüree mit Senf-Zwiebeln;5,0;3,2;0
2019-03-20;Wed;Angebote;Gemüseschnitzel Asia mit Currycreme und Mie-Nudelsalat mit Limette und Sesam;4,6;2,8;2
2019-03-20;Wed;Wok & Grill;Kartoffel-Gemüsemix vom Grill mit Scheiben vom Roastbeef und Sahnemeerrettich;5,6;3,8;0
2019-03-20;Wed;Hausgemachte Pasta, heute;Linguine Carbonara, dazu italienischer Hartkäse Grana Padano;;;0
2019-03-20;Wed;Pasta;Tomatensoße Bolognese;;;0
2019-03-20;Wed;Pasta;Rahmsoße mit Tomaten und Kräutern;;;1
2019-03-20;Wed;Auflauf;Gratinierte Pasta mit Austernpilzen in Tomatensoße;;;1
2019-03-20;Wed;Auflauf;Canneloni mit Spinatfüllung in Tomatensoße;;;1
2019-03-20;Wed;Auflauf;Aprikosen-Quarkauflauf mit Sauerkirschen;2,0;1,2;1
2019-03-20;Wed;Terrine;Kartoffelsuppe;3,54;1,74;2
2019-03-21;Thu;Angebote;Currywurst BBQ Style mit Pommes frites und Salat;;;0
2019-03-21;Thu;Angebote;Zwei scharfe Kokosplinsen mit Sesam-Korianderdip und Gemüsesalat;;;1
2019-03-21;Thu;Wok & Grill;Gegrillte Hähnchenbrust mit Kräuter-Hollandaise, dazu buntes Gemüse und Erbsenreis;5,0;3,2;0
2019-03-21;Thu;Hausgemachte Pasta, heute;Maccheroni mit Erdnusspesto und Mozzarella;4,1;2,3;1
2019-03-21;Thu;Pasta;Wurstgulasch;;;0
2019-03-21;Thu;Pasta;Käsesoße Quattro formaggi;;;0
2019-03-21;Thu;Auflauf;Canneloni mit Spinatfüllung in Tomatensoße;;;1
2019-03-21;Thu;Auflauf;Aprikosen-Quarkauflauf mit Sauerkirschen;2,0;1,2;1
2019-03-21;Thu;Auflauf;Pasta in Rahmsoße mit Tomate, Champignons und Paprika;;;1
2019-03-21;Thu;Terrine;Kartoffelsuppe;3,54;1,74;2
2019-03-22;Fri;Angebote;Kaiserschmarrn mit Apfelmus;4,1;2,3;1
2019-03-22;Fri;Angebote;Mostbraten vom Rind mit Bayrischkraut und Semmelknödel oder Petersilienkartoffeln;4,5;2,7;0
2019-03-22;Fri;Angebote;Panierter Mozzarella mit Tomatenragout auf Blattspinat und Gnocchi;4,65;2,85;1
2019-03-22;Fri;Angebote;Pizza BBQ-Hühnchen;;;0
2019-03-22;Fri;Angebote;Pizza Piccante mit Tomate und Peperoni;;;1
2019-03-22;Fri;Wok & Grill;Entenbrust auf Wokgemüse aus Pflaumen, Karotten und Sprossen, dazu Mie Nudeln;6,0;4,2;0
2019-03-22;Fri;Pasta;Tomatensoße;;;2
2019-03-22;Fri;Pasta;Gorgonzolasoße mit Walnuss;;;0
2019-03-22;Fri;Auflauf;Gratinierte Vollkornpasta in Käsesoße;3,85;2,05;0
2019-03-22;Fri;Auflauf;Gratinierte Pasta in Tomatensoße mit Jagdwurst und Paprika;;;0
2019-03-22;Fri;Terrine;Kartoffelsuppe;3,54;1,74;2
2019-03-25;Mon;Angebote;Hähnchenbrustfilet mit Broccoli und Käse gefüllt oder Gebackene Hähnchenbrust mit Spinatfüllung, dazu Tomatensoße, Erbsen-Maisgemüse und Kurkumareis;4,35;2,55;0
2019-03-25;Mon;Angebote;Kohlrabi-Kräutermedaillons mit Paprikasoße und Kartoffel-Linsenstampf;4,2;2,4;1
2019-03-25;Mon;Wok & Grill;Rindfleisch mit buntem Gemüse, Ingwer und Chili, dazu Basmati Reis;5,0;3,2;0
2019-03-25;Mon;Hausgemachte Pasta, heute;Amori mit Basilikumpesto und Elbländer Chili-Käse;4,1;2,3;1
2019-03-25;Mon;Pasta;Tomatensoße mit Schinken;;;0
2019-03-25;Mon;Pasta;Chili-Lauchsoße;;;1
2019-03-25;Mon;Auflauf;Frühlingsgemüsegratin mit Kartoffeln;3,85;2,05;1
2019-03-25;Mon;Auflauf;Griechischer Nudelauflauf mit Schweinefleisch und Hirtenkäse;3,85;2,05;0
2019-03-25;Mon;Terrine;Curry-Kokossuppe mit Ingwer, Apfel und Sesam;3,54;1,74;1
2019-03-26;Tue;Angebote;Hackbraten mit Hirtenkäse und Tomatensoße, dazu gebratene Gnocchis und Salat;4,6;2,8;0
2019-03-26;Tue;Angebote;Austernpilze und Champignons in Rahmsoße mit Reibekuchen und Salat;;;1
2019-03-26;Tue;Wok & Grill;Hähnchenfleisch, süßsauer mit Pflaumen und Bohnen an Mie Nudeln;4,75;2,95;0
2019-03-26;Tue;Hausgemachte Pasta, heute;Fussili mit Bauchspeck und Spinat, dazu italienischer Hartkäse Grana Padano;4,1;2,3;0
2019-03-26;Tue;Pasta;Pute in Pilzrahmsoße;;;0
2019-03-26;Tue;Pasta;Tomatensoße mit Wurzelgemüse;;;2
2019-03-26;Tue;Auflauf;Frühlingsgemüsegratin mit Kartoffeln;;;1
2019-03-26;Tue;Auflauf;Griechischer Nudelauflauf mit Schweinefleisch und Hirtenkäse;3,85;2,05;0
2019-03-26;Tue;Terrine;Curry-Kokossuppe mit Ingwer, Apfel und Sesam;3,54;1,74;1
2019-03-27;Wed;Angebote;Bratwurst mit Sauerkraut und Kartoffelpüree;4,2;2,4;0
2019-03-27;Wed;Angebote;Tomaten-Ofenomelett mit Kräutern und Hirtenkäse, dazu Süßkartoffelcroutons mit Basilikum-Quark-Dip;4,55;2,75;0
2019-03-27;Wed;Wok & Grill;Rindfleischburger frisch vom Grill ~ Mediterranes Burgerbrötchen mit frischem Rindfleisch, würziger Soße, Tomate, Zwiebel und Peperoni;5,8;4,0;0
2019-03-27;Wed;Hausgemachte Pasta, heute;Linguine mit 9-Kräuterpesto und Schafskäse;4,1;2,3;1
2019-03-27;Wed;Pasta;Spanische Hackfleischsoße;;;0
2019-03-27;Wed;Pasta;Rahmsoße mit Tomaten und Auberginen;;;2
2019-03-27;Wed;Auflauf;Gratinierte Vollkornpasta in Tomatensoße mit Schinken;3,85;2,05;0
2019-03-27;Wed;Auflauf;Frühlingsgemüsegratin mit Kartoffeln;3,85;2,05;1
2019-03-27;Wed;Terrine;Curry-Kokossuppe mit Ingwer, Apfel und Sesam;3,54;1,74;1
2019-03-28;Thu;Angebote;6 Korn-Putenschnitzel mit Paprikasoße und Gemüsereis;4,7;2,9;0
2019-03-28;Thu;Angebote;Gratinierte Ofenkartoffel Tomate-Mozzarella und Spinat-Cheddar mit Kräuterquark und Salat;4,25;2,45;1
2019-03-28;Thu;Wok & Grill;Mules & Fries - Frische Muscheln im Tomaten-Gemüsefond mit Pommes frites;5,0;3,2;0
2019-03-28;Thu;Hausgemachte Pasta, heute;Trecce mit Zucchini und Tomate, dazu geriebener Hirtenkäse;4,1;2,3;1
2019-03-28;Thu;Pasta;Mailänder Nudelsoße;;;0
2019-03-28;Thu;Pasta;Pastasoße mit Champignons und getrockneten Tomaten;;;1
2019-03-28;Thu;Auflauf;Frühlingsgemüsegratin mit Kartoffeln;3,85;2,05;1
2019-03-28;Thu;Auflauf;Griechischer Nudelauflauf mit Schweinefleisch und Hirtenkäse;3,85;2,05;0
2019-03-28;Thu;Terrine;Curry-Kokossuppe mit Ingwer, Apfel und Sesam;3,54;1,74;1
2019-03-29;Fri;Angebote;Milchgrieß mit Butter, Zimtzucker und Erdbeerkompott;3,95;2,15;1
2019-03-29;Fri;Angebote;Seelachs im Backteig mit Remouladensoße, Bratkartoffeln und Bohnensalat;4,4;2,6;0
2019-03-29;Fri;Angebote;Mediterranes Pfannengemüse mit Macairekartoffeln und Salat;4,3;2,5;2
2019-03-29;Fri;Wok & Grill;Rinderhüftsteak mit Kräuterbutter, Speckbohnen und Pommes frites;5,95;4,15;0
2019-03-29;Fri;Pasta;Chili sin carne;;;2
2019-03-29;Fri;Pasta;Sahnesoße mit Wurzelgemüse und Lachs;;;0
2019-03-29;Fri;Auflauf;Frühlingsgemüsegratin mit Kartoffeln;3,85;2,05;1
2019-03-29;Fri;Auflauf;Griechischer Nudelauflauf mit Schweinefleisch und Hirtenkäse;3,85;2,05;0
2019-03-29;Fri;Auflauf;Mit Hirtenkäse und Gouda gratinierte Pasta in Tomatensoße mit Schinken und Champignons;3,85;2,05;0
2019-03-29;Fri;Terrine;Curry-Kokossuppe mit Ingwer, Apfel und Sesam;3,54;1,74;1
2019-04-01;Mon;Angebote;Hähnchenbrustfilet mit Pfeffer-Hollandaise, dazu buntes Gemüse und gemischter Wildreis oder Petersilienkartoffeln;4,75;2,95;0
2019-04-01;Mon;Angebote;Shogok-Tibet Kartoffelcurry mit Basmati Reis und Chinakohlsalat;3,9;2,1;2
2019-04-01;Mon;Angebote;Pizza mit Peperonisalami und Paprika;;;0
2019-04-01;Mon;Angebote;Pizza Bel Paese mit Tomaten und Hirtenkäse;;;1
2019-04-01;Mon;Wok & Grill;Rindfleisch mit Erdnussbutter, rotem Paprika und Bohnen, dazu Mie Nudeln;4,55;2,75;0
2019-04-01;Mon;Hausgemachte Pasta, heute;Amori Aglio e Olio, dazu Schafskäse;4,1;2,3;1
2019-04-01;Mon;Pasta;Tomatensoße mit Jagdwurst;;;0
2019-04-01;Mon;Pasta;Käserahmsoße mit Blattspinat;;;0
2019-04-01;Mon;Auflauf;Ofenomelett mit Kartoffel-Cheddarkäse;3,85;2,05;1
2019-04-01;Mon;Auflauf;Lasagne Bologneser Art;;;0
2019-04-01;Mon;Terrine;Deftiger Kartoffeltopf mit Knacker;3,54;1,74;0
2019-04-01;Mon;Terrine;Kürbiscremesuppe;3,54;1,74;2
2019-04-02;Tue;Angebote;Rindergeschnetzeltes mit Kohlrabi-Erbsengemüse und Spätzle;4,6;2,8;0
2019-04-02;Tue;Angebote;Rührei mit Spinat und Petersilienkartoffeln;;;1
2019-04-02;Tue;Angebote;Pizza mit Peperonisalami und Paprika;;;0
2019-04-02;Tue;Angebote;Pizza Bel Paese mit Tomaten und Hirtenkäse;;;1
2019-04-02;Tue;Wok & Grill;Hähnchencurry mit Kokosmilch, Lauch, Karotten, Chinakohl und Paprika, dazu Basmati Reis;4,9;3,1;0
2019-04-02;Tue;Hausgemachte Pasta, heute;Trecce mit Ragù napoletano und italienischem Hartkäse;4,1;2,3;0
2019-04-02;Tue;Pasta;Pute asiatisch;;;0
2019-04-02;Tue;Pasta;Basilikumsoße;;;1
2019-04-02;Tue;Auflauf;Ofenomelett mit Kartoffel-Cheddarkäse;;;1
2019-04-02;Tue;Auflauf;Lasagne Bologneser Art;3,85;2,05;0
2019-04-02;Tue;Terrine;Deftiger Kartoffeltopf mit Knacker;3,54;1,74;0
2019-04-02;Tue;Terrine;Kürbiscremesuppe;3,54;1,74;2
2019-04-03;Wed;Angebote;Gebackenes Schollenfilet mit Spargel-Karotten-Lauchgemüse und Kartoffelpüree;4,8;3,0;0
2019-04-03;Wed;Angebote;Hausgemachte Kartoffel-Gemüsepuffer mit Schnittlauchquark und Salat;4,05;2,25;1
2019-04-03;Wed;Angebote;Pizza Chili con carne;;;0
2019-04-03;Wed;Angebote;Pizza mit Artischockenherzen und Oregano;;;1
2019-04-03;Wed;Wok & Grill;Wokgemüse süßsauer auf Mie Nudeln;4,1;2,3;1
2019-04-03;Wed;Hausgemachte Pasta, heute;Linguine mit Kräutercarbonara Frankfurter Art, dazu italienischer Hartkäse;4,1;2,3;0
2019-04-03;Wed;Pasta;Tomatensoße Bolognese;;;0
2019-04-03;Wed;Pasta;Frischkäse-Walnusssoße;;;1
2019-04-03;Wed;Auflauf;Ofenomelett mit Kartoffel-Cheddarkäse;3,85;2,05;1
2019-04-03;Wed;Auflauf;Lasagne Bologneser Art;3,85;2,05;0
2019-04-03;Wed;Terrine;Deftiger Kartoffeltopf mit Knacker;3,54;1,74;0
2019-04-03;Wed;Terrine;Kürbiscremesuppe;3,54;1,74;2
2019-04-04;Thu;Angebote;Gemüsekroketten mit Blattspinat,Kirschtomaten und Hirtenkäse, dazu mediterraner Nudelsalat oder Bratkartoffeln;4,7;2,9;1
2019-04-04;Thu;Angebote;Putenschnitzel Athen mit Kirschtomate, Blattspinat und Hirtenkäse, dazu mediterraner Nudelsalat oder Bratkartoffeln;4,7;2,9;0
2019-04-04;Thu;Angebote;Blumenkohl und Zucchini im Backteig auf orientalischem Risotto mit Lauch, Minze und Tomate;4,1;2,3;2
2019-04-04;Thu;Angebote;Pizza Chili con carne;;;0
2019-04-04;Thu;Angebote;Pizza mit Artischockenherzen und Oregano;;;1
2019-04-04;Thu;Wok & Grill;Grillteller mit Schweinesteaks, Grillwürstchen und Cevapcici, Tsatsiki , Pommes frites und Salat;5,3;3,5;0
2019-04-04;Thu;Hausgemachte Pasta, heute;Maccheroni mit Bauchspeck und Thymian, dazu italienischer Hartkäse;4,1;2,3;0
2019-04-04;Thu;Pasta;Lammcurry;;;0
2019-04-04;Thu;Pasta;Pastasoße Vesuvianna mit Tomaten, Oliven und Kapern;;;2
2019-04-04;Thu;Auflauf;Gratinierte Pasta in Putenfleischsoße Asia;3,85;2,05;0
2019-04-04;Thu;Auflauf;Ofenomelett mit Kartoffel-Cheddarkäse;3,85;2,05;1
2019-04-04;Thu;Auflauf;Lasagne Bologneser Art;3,85;2,05;0
2019-04-04;Thu;Terrine;Deftiger Kartoffeltopf mit Knacker;3,54;1,74;0
2019-04-04;Thu;Terrine;Kürbiscremesuppe;3,54;1,74;2
2019-04-05;Fri;Angebote;Süße Schupfnudeln mit Mandeln, Honig und Pflaumen;4,05;2,25;1
2019-04-05;Fri;Angebote;Rauchiges Pulled Pork mit Apfel-Krautsalat im Fladenbrot;4,5;2,7;0
2019-04-05;Fri;Angebote;Türkische Pizza - Lahmacun mit Tomaten und Zwiebeln;4,5;2,7;0
2019-04-05;Fri;Wok & Grill;Gebratenes Seelachsfilet mit Stampfkartoffeln, dazu Gurkensalat mit Dilljoghurt;5,3;3,5;0
2019-04-05;Fri;Pasta;Tomatenratatouille;;;2
2019-04-05;Fri;Pasta;Sahnesoße mit Shrimps und Dill;;;0
2019-04-05;Fri;Auflauf;Ofenomelett mit Kartoffel-Cheddarkäse;3,85;2,05;1
2019-04-05;Fri;Terrine;Deftiger Kartoffeltopf mit Knacker;3,54;1,74;0
2019-04-05;Fri;Terrine;Kürbiscremesuppe;;;2
2019-04-08;Mon;Angebote;Schweineschnitzel Cordon bleu mit Bratensoße, Speckbohnen und Petersilienkartoffeln;4,7;2,9;0
2019-04-08;Mon;Angebote;Gebratene Karotten auf Hummus, dazu Gemüse-Couscous;4,1;2,3;2
2019-04-08;Mon;Angebote;Pizza Hawaii mit Kochschinken und Ananas;;;0
2019-04-08;Mon;Angebote;Pizza Quattro formaggi mit Cheddar, Gouda, Hirtenkäse und Mozzarella;;;1
2019-04-08;Mon;Wok & Grill;Pikante Sesamnudeln mit Erdnuss-Pfannengemüse;4,05;2,25;2
2019-04-08;Mon;Hausgemachte Pasta, heute;Amori mit Rucolapesto und Mozzarella;4,1;2,3;1
2019-04-08;Mon;Pasta;Tomatensoße mit Ricotta;;;1
2019-04-08;Mon;Pasta;Pastasoße Carbonara;;;0
2019-04-08;Mon;Terrine;Erdbeer-Rhabarber-Kaltschale;3,54;1,74;2
2019-04-08;Mon;Terrine;Tomatensuppe;3,54;1,74;2
2019-04-09;Tue;Angebote;Gebratenes Pangasiusfilet auf Wurzelgemüse, dazu Kartoffelpüree;4,7;2,9;0
2019-04-09;Tue;Angebote;Sülze mit Remouladensoße, dazu Bratkartoffeln und bunter Bohnensalat;;;0
2019-04-09;Tue;Angebote;Pizza Hawaii mit Kochschinken und Ananas;;;0
2019-04-09;Tue;Angebote;Pizza Quattro formaggi mit Cheddar, Gouda, Hirtenkäse und Mozzarella;;;1
2019-04-09;Tue;Wok & Grill;QUORN-Curry mit Kokosmilch und Paprika, dazu Basmati Reis;5,0;3,2;1
2019-04-09;Tue;Hausgemachte Pasta, heute;Fussili mit Walnusspesto und Mozzarella;4,1;2,3;1
2019-04-09;Tue;Pasta;Pute in fruchtiger Currysoße;;;0
2019-04-09;Tue;Pasta;Tomatensoße mit Paprika;;;2
2019-04-09;Tue;Terrine;Erdbeer-Rhabarber-Kaltschale;3,54;1,74;2
2019-04-09;Tue;Terrine;Tomatensuppe;3,54;1,74;2
2019-04-10;Wed;Angebote;Hähnchenkeule mit Geflügelsoße, Apfelrotkohl und Petersilienkartoffeln;4,3;2,5;0
2019-04-10;Wed;Angebote;Kartoffel-Käsefrikadelle mit Gazpacho-Quark und Salat;4,2;2,4;1
2019-04-10;Wed;Angebote;Pizza Vulcano mit Salami, Paprika und Jalapenos;;;0
2019-04-10;Wed;Angebote;Pizza Fruity & Spicy mit Lauch, Kirschtomaten, Ananas und Chili;;;1
2019-04-10;Wed;Wok & Grill;Fish and Chips ~ Backfischstücke mit Tatarensoße und Fritten;4,75;2,95;0
2019-04-10;Wed;Hausgemachte Pasta, heute;Linguine mit Tomate und Basilikum, dazu italienischer Hartkäse;4,1;2,3;1
2019-04-10;Wed;Pasta;Chili con carne;;;0
2019-04-10;Wed;Pasta;Rahmsoße mit Erbsen und Paprika;;;1
2019-04-10;Wed;Terrine;Kartoffelsuppe;3,54;1,74;2
2019-04-11;Thu;Angebote;Schweineschnitzel mit Kartoffelsalat;4,75;2,95;0
2019-04-11;Thu;Angebote;Steckrüben-Bohnen-Paprikacurry mit Chilikartoffeln;;;2
2019-04-11;Thu;Angebote;Pizza Vulcano mit Salami, Paprika und Jalapenos;;;0
2019-04-11;Thu;Angebote;Pizza Fruity & Spicy mit Lauch, Kirschtomaten, Ananas und Chili;;;1
2019-04-11;Thu;Wok & Grill;Pilz-Zwiebelgemüse vom Grill mit gebackenen Kartoffelecken und Sauerrahm-Dip;;;1
2019-04-11;Thu;Hausgemachte Pasta, heute;Maccheroni mit Kressepesto und Mozzarella;4,1;2,3;1
2019-04-11;Thu;Pasta;Gulaschsoße;;;0
2019-04-11;Thu;Pasta;Käsesoße;;;0
2019-04-11;Thu;Terrine;Tomatensuppe;3,54;1,74;2
2019-04-12;Fri;Angebote;Vier Quarkkäulchen mit Zucker und Apfelmus;4,0;2,2;1
2019-04-12;Fri;Angebote;Hacksteak mit Pfefferrahmsoße, Rosenkohl und würzigen Pfannenkartoffeln;4,2;2,4;0
2019-04-12;Fri;Angebote;Käsespätzle mit Gouda, dazu Salat;4,2;2,4;1
2019-04-12;Fri;Wok & Grill;Hähnchen-Nuggets auf Wokgemüse süßsauer mit Basmati Reis;5,1;3,3;0
2019-04-12;Fri;Aus dem Pizzaofen;Pizzabrot mit Kräuterbutter und Käse;;;1
2019-04-12;Fri;Aus dem Pizzaofen;Gefülltes Pizzabrötchen;;;1
2019-04-12;Fri;Pasta;Gemüsebolognese;;;2
2019-04-12;Fri;Pasta;Lauchrahmsoße mit Thunfisch;;;0
2019-04-12;Fri;Terrine;Tomatensuppe;3,54;1,74;2
2019-04-15;Mon;Angebote;Feuerfleisch vom Rind mit Bohnen und Mais, dazu Erbsen und Kartoffelkroketten oder Petersilienkartoffeln;4,55;2,75;0
2019-04-15;Mon;Angebote;Paprikaschote orientalisch gefüllt mit Soja, Mais, Feigen und Dattelstückchen in Currysoße, dazu Couscous und Chinakohlsalat;4,46;2,66;1
2019-04-15;Mon;Angebote;Pizza mit Kochschinken;;;0
2019-04-15;Mon;Angebote;Pizza mit Spinat, Mais und Hirtenkäse;;;1
2019-04-15;Mon;Wok & Grill;Frühlingsrolle auf Sambal-Currygemüse, dazu Basmati Reis;4,8;3,0;1
2019-04-15;Mon;Hausgemachte Pasta, heute;Amori Puttanesca mit Mozzarella;4,1;2,3;1
2019-04-15;Mon;Pasta;Spinatrahmsoße;;;1
2019-04-15;Mon;Pasta;Tomatensoße;;;2
2019-04-15;Mon;Auflauf;Schinkennudeln mit Käsesoße gratiniert;3,85;2,05;0
2019-04-15;Mon;Auflauf;Ofengemüse mit Pilzen und Kartoffeln, gratiniert mit Hirtenkäse;3,85;2,05;1
2019-04-15;Mon;Terrine;Lauch-Hackfleischtopf mit Champignons;3,54;1,74;0
2019-04-15;Mon;Terrine;Karottencremesuppe mit Ingwer und Basilikum;3,54;1,74;1
2019-04-16;Tue;Angebote;Gebratenes Kabeljaufilet oder Kabeljaufilet paniert mit Kartoffelpüree und Gurkensalat;4,8;3,0;0
2019-04-16;Tue;Angebote;Sojagyros mit Paprika und Oliven, dazu Gurken-Quark-Dip, Tomatenreis und Weißkrautsalat;4,35;2,55;1
2019-04-16;Tue;Angebote;Pizza mit Kochschinken;;;0
2019-04-16;Tue;Angebote;Pizza mit Spinat, Mais und Hirtenkäse;;;1
2019-04-16;Tue;Frühlingshaft verpackt vom Osterhasen;Kleine Oster-Nascherei von Lindt im 130 Gramm Beutel-Ideal auch zum verschenken...;2,5;2,5;1
2019-04-16;Tue;Wok & Grill;Frisches Gemüse vom Grill auf Bärlauchrisotto;4,55;2,75;2
2019-04-16;Tue;Hausgemachte Pasta, heute;Trecce mit Pfefferpesto und Schafskäse;4,1;2,3;1
2019-04-16;Tue;Pasta;Ungarisches Putengeschnetzeltes;;;0
2019-04-16;Tue;Pasta;Rahmsoße mit Kürbis;;;1
2019-04-16;Tue;Auflauf;Schinkennudeln mit Käsesoße gratiniert;3,85;2,05;0
2019-04-16;Tue;Auflauf;Ofengemüse mit Pilzen und Kartoffeln, gratiniert mit Hirtenkäse;3,85;2,05;1
2019-04-16;Tue;Terrine;Lauch-Hackfleischtopf mit Champignons;3,54;1,74;0
2019-04-16;Tue;Terrine;Karottencremesuppe mit Ingwer und Basilikum;3,54;1,74;1
2019-04-17;Wed;Angebote;Soja-Schnitzel mit Sahnemöhren und Kartoffelbällchen;;;1
2019-04-17;Wed;Angebote;Schweinskammsteak mit Malztrunk-Zwiebeln, Möhrengemüse und Kartoffelbällchen;4,5;2,7;0
2019-04-17;Wed;Angebote;Gnocchipfanne mit rotem Pesto, Hirtenkäse und buntem Gemüse;4,65;2,85;1
