date;weekday;category;name;employees;students;type
2018-02-13;Tue;Ofenfrisch;Gefülltes Handbrot mit Champignons, Paprika und Käse, dazu Frischkäse-Kräuter-Dip;3,76;2,66;1
2018-02-13;Tue;Tagessuppe;Chili con carne;;;0
2018-02-14;Wed;Angebote;Hausgemachte Rindsroulade mit Speck-, Gurken- und Zwiebelfüllung, dazu Apfelrotkohl und Klöße;5,74;3,99;0
2018-02-14;Wed;Angebote;Gyros in Metaxasoße mit Hirtenkäse, dazu Basmati Reis und Salat;4,64;2,89;0
2018-02-14;Wed;Angebote;Italienisches Risotto an kleinen frittierten Teigtaschen mit einer Curry-Gemüsefüllung, dazu Salat;4,0;2,25;2
2018-02-14;Wed;Angebote;Couscous-Karottenfrikadelle mit Meerrettich-Kresse-Dip und Ofengemüse;4,51;2,76;1
2018-02-14;Wed;Pasta;Fruchtiges Sojacurry;;;2
2018-02-14;Wed;Pasta;Tomatensoße Bolognese;;;0
2018-02-14;Wed;Pasta;Hausgemachte Pasta mit Kressepesto;;;2
2018-02-14;Wed;Ofenfrisch;Gefülltes Handbrot mit Champignons, Paprika und Käse, dazu Frischkäse-Kräuter-Dip;3,76;2,66;1
2018-02-14;Wed;Tagessuppe;Pilzsuppe;;;1
2018-02-15;Thu;Angebote;Schweineschnitzel Wiener Art mit Pommes frites;4,0;2,25;0
2018-02-15;Thu;Angebote;Mediterranes Pfannengemüse mit Aioli, dazu Gnocchi und Salat;4,64;2,89;2
2018-02-15;Thu;Pasta;Linsencurry;;;2
2018-02-15;Thu;Pasta;Schinken-Sahnesoße;;;0
2018-02-15;Thu;Pasta;Hausgemachte Pasta mit Kressepesto;;;2
2018-02-15;Thu;Tagessuppe;Kesselgulasch;;;0
2018-02-16;Fri;Angebote;Schweineschnitzel Wiener Art mit Pommes frites und Salat;3,75;2,0;0
2018-02-16;Fri;Angebote;Milchgrieß mit Zucker und Zimt, dazu Butter und Waldbeeren;3,75;2,0;1
2018-02-16;Fri;Pasta;Hausgemachte Pasta mit Kressepesto;;;2
2018-02-16;Fri;Pasta;Pastasoße Nizza;;;0
2018-02-16;Fri;Pasta;Tomatensoße Bolognese;;;0
2018-02-16;Fri;Tagessuppe;Kesselgulasch;;;0
2018-02-19;Mon;Angebote;Putenschnitzel, dazu Pommes frites und  Erbsengemüse;4,23;2,48;0
2018-02-19;Mon;Angebote;Königsberger Klopse mit Möhrengemüse und Schwenkkartoffeln;4,23;2,48;0
2018-02-19;Mon;Angebote;Couscous- Karottenfrikadelle mit Falafel Bällchen und buntem Gemüse, dazu Kräuterdip;4,0;2,25;1
2018-02-19;Mon;Pasta;Fruchtige Tomatensoße;;;2
2018-02-19;Mon;Pasta;Lauch-Hackfleisch-Käsesoße;;;0
2018-02-19;Mon;Pasta;Hausgemachte Pasta mit Rucolapesto;;;2
2018-02-19;Mon;Tagessuppe;Zucchinicremesuppe;;;1
2018-02-20;Tue;Angebote;Hirschgulasch mit Champignons und Lauch, dazu Prinzessbohnen und Semmelknödel;5,08;3,33;0
2018-02-20;Tue;Angebote;Seelachsfilet mit Sesampanade, dazu Kartoffelsalat und Salat;4,64;2,89;0
2018-02-20;Tue;Angebote;Folienkartoffeln mit Radieschenquark und Gurkensalat;4,0;2,25;1
2018-02-20;Tue;Pasta;Fruchtige Tomatensoße mit Mozzarella;;;1
2018-02-20;Tue;Pasta;Pastasoße all' amatriciana mit Tomaten und Bauchspeck;;;0
2018-02-20;Tue;Pasta;Hausgemachte Pasta mit Rucolapesto;;;2
2018-02-20;Tue;Ofenfrisch;Nudelauflauf mit Schinken-Sahnesoße;3,17;2,07;0
2018-02-20;Tue;Tagessuppe;Chili con carne;;;0
2018-02-21;Wed;Angebote;Geschmorte Rinderbäckchen mit Bohnen in Sahnesoße und Petersilienkartoffeln;4,74;2,99;0
2018-02-21;Wed;Angebote;Bratwurst mit Sauerkraut und Kartoffelpüree;4,0;2,25;0
2018-02-21;Wed;Angebote;Sojagyros mit Paprika und Oliven, dazu Radieschenquark, bunter Weißkrautsalat und Djuvec-Reis;4,38;2,63;1
2018-02-21;Wed;Pasta;Tomatenratatouille;;;2
2018-02-21;Wed;Pasta;Tomatensoße Bolognese;;;0
2018-02-21;Wed;Pasta;Hausgemachte Pasta mit Rucolapesto;;;2
2018-02-21;Wed;Ofenfrisch;Brezenauflauf mit gebratenem Spinat;3,17;2,07;1
2018-02-21;Wed;Ofenfrisch;Nudelauflauf mit Schinken-Sahnesoße;;;0
2018-02-21;Wed;Tagessuppe;Fruchtige Tomatensuppe mit Mozzarella;;;1
2018-02-22;Thu;Angebote;Schweineschnitzel Wiener Art mit Pommes frites;4,0;2,25;0
2018-02-22;Thu;Angebote;Falafelbällchen mit scharfer Letschosoße, Erbsen und Kartoffelpüree;4,54;2,79;2
2018-02-22;Thu;Pasta;Mailänder Nudelsoße;;;0
2018-02-22;Thu;Pasta;Käsesoße Quattro formaggi;;;1
2018-02-22;Thu;Pasta;Hausgemachte Pasta mit Rucolapesto;;;2
2018-02-22;Thu;Ofenfrisch;Brezenauflauf mit gebratenem Spinat;3,17;2,07;1
2018-02-22;Thu;Tagessuppe;Mediterrane Tomatensuppe;;;2
2018-02-23;Fri;Angebote;Pulled Pork Burger, Cole Slaw und Pommes frites;5,08;3,33;0
2018-02-23;Fri;Angebote;Lasagne Bolognese mit Salat;4,74;2,99;0
2018-02-23;Fri;Angebote;Langos mit Knoblauchcreme, Aioli und Antipasti;4,0;2,25;2
2018-02-23;Fri;Pasta;Hausgemachte Pasta mit Rucolapesto;;;2
2018-02-23;Fri;Pasta;Pastasoße mit Cremechampignons und getrockneten Tomaten;;;1
2018-02-23;Fri;Pasta;Ragù napoletano;;;0
2018-02-23;Fri;Ofenfrisch;Brezenauflauf mit gebratenem Spinat;3,17;2,07;1
2018-02-23;Fri;Tagessuppe;Kartoffelsuppe mit Wiener;;;0
2018-02-26;Mon;Angebote;Schweizer Hackbraten mit buntem Gemüse und Schwenkkartoffeln;4,0;2,25;0
2018-02-26;Mon;Angebote;Zucchini-Pakoras mit Paprika-Joghurtsoße ODER Aioli-Dip, (F) Couscous und Salat;4,42;2,67;2
2018-02-26;Mon;Pasta;Chili con carne;;;0
2018-02-26;Mon;Pasta;Ricotta-Weißweinsoße mit gebratenen Tofu;;;1
2018-02-26;Mon;Pasta;Hausgemachte Pasta mit Rucolapesto;;;2
2018-02-26;Mon;Tagessuppe;Gulaschsuppe;;;0
2018-02-27;Tue;Angebote;Kasslerrücken mit Sauerkraut, Kartoffelklößen oder Knödel;4,24;2,49;0
2018-02-27;Tue;Angebote;Seelachs im Backteig mit Rahmporree und Thymiankartoffeln;4,54;2,79;0
2018-02-27;Tue;Angebote;Seitan Ragout fin mit veganer Hollandaise gratiniert, dazu Salat;3,9;2,15;2
2018-02-27;Tue;Angebote;Mariniertes Tofu Steak auf buntem Sesam-Glasnudelsalat;4,46;2,71;2
2018-02-27;Tue;Pasta;Tomatensoße mit Antipasti;;;2
2018-02-27;Tue;Pasta;Carbonara;;;0
2018-02-27;Tue;Pasta;Hausgemachte Pasta mit Thaipesto;;;2
2018-02-27;Tue;Ofenfrisch;Pizza Quattro formaggi mit Cheddar, Gouda, Hirtenkäse und Mozzarella;3,76;2,66;1
2018-02-27;Tue;Tagessuppe;Champignoncremesuppe mit getrockneten Tomaten;;;1
2018-02-28;Wed;Putenstreifen mit Ananas, Pfirsich und knackigem Gemüse in Curry, dazu gebratene Nudeln (Auch fleischlos möglich;2,44 €/ 4,19 €);4,79;3,04;0
2018-02-28;Wed;Angebote;Feuerfleisch vom Rind mit Spätzle und Salat;4,54;2,79;0
2018-02-28;Wed;Angebote;Kartoffelauflauf mit Blattspinat, dazu Salat;3,17;2,07;1
2018-02-28;Wed;Angebote;Paprikaschote mit Hirtenkäse, Kräutern und Reis gefüllt, dazu fruchtige Tomatensoße und Schwenkkartoffeln (Paprikaschote mit veganer Füllung möglich);4,44;2,69;1
2018-02-28;Wed;Pasta;Sojabolognese;;;2
2018-02-28;Wed;Pasta;Tomatensoße Bolognese;;;0
2018-02-28;Wed;Pasta;Hausgemachte Pasta mit Thaipesto;;;2
2018-02-28;Wed;Tagessuppe;Spargelcremesuppe;;;1
2018-03-01;Thu;Angebote;Schweineschnitzel mit Zitronenecke und Pommes frites;3,95;2,2;0
2018-03-01;Thu;Angebote;Gebratene Salbei-Gnocchis auf Tomaten-Zucchiniragout;4,48;2,73;2
2018-03-01;Thu;Pasta;Gorgonzola-Spinatsoße mit Paprikastreifen;;;0
2018-03-01;Thu;Pasta;Tomatensoße mit Chorizo;;;0
2018-03-01;Thu;Pasta;Hausgemachte Pasta mit Thaipesto;;;2
2018-03-01;Thu;Ofenfrisch;Flammkuchen mit Schmand, Bauchspeck und Lauch;3,76;2,66;0
2018-03-01;Thu;Tagessuppe;Asiatische Gemüsesuppe;;;2
2018-03-02;Fri;Angebote;Zelt Burger, (Frikadelle, krosser Bacon, Röstzwiebeln, Tomate, Käse und Salat) dazu Pommes frites;5,08;3,33;0
2018-03-02;Fri;Angebote;Vegane Plinsen mit Apfelmus;3,74;1,99;2
2018-03-02;Fri;Angebote;Süßkartoffel-Kokos-Sojacurry mit Kurkuma Reis;4,24;2,49;2
2018-03-02;Fri;Pasta;Mediterrane Gemüsesoße;;;2
2018-03-02;Fri;Pasta;Hausgemachte Pasta mit Thaipesto;;;2
2018-03-02;Fri;Pasta;Mediterrane Gemüsesoße mit Hähnchen;;;0
2018-03-02;Fri;Ofenfrisch;Flammkuchen mit Schmand, Bauchspeck und Lauch;3,76;2,66;0
2018-03-02;Fri;Ofenfrisch;Pizza Quattro formaggi mit Cheddar, Gouda, Hirtenkäse und Mozzarella;3,76;2,66;1
2018-03-02;Fri;Tagessuppe;Gulaschsuppe;;;0
2018-03-05;Mon;Angebote;Hackfleischfrikadelle in deftiger Bratensoße mit Schmorkraut und Petersilienkartoffeln;3,95;2,2;0
2018-03-05;Mon;Angebote;Kartoffel-Möhren-Muffins mit Curry-Joghurt-Dip und Salat;3,95;2,2;2
2018-03-05;Mon;Angebote;Käsespätzle mit Gouda und Salat;4,21;2,46;1
2018-03-05;Mon;Pasta;Hackfleisch-Zucchinisoße;;;0
2018-03-05;Mon;Pasta;Hausgemachte Pasta mit Thaipesto;;;2
2018-03-05;Mon;Ofenfrisch;Pizza BBQ mit Hühnchen, Paprika und Mais;3,76;2,66;0
2018-03-05;Mon;Ofenfrisch;Pizza mit Blattspinat, Hirtenkäse und roten Zwiebeln;3,76;2,66;1
2018-03-05;Mon;Tagessuppe;Süßkartoffel-Kokossuppe;;;2
2018-03-06;Tue;Angebote;Hähnchen Forstmeister Art mit Spätzle und Salat;4,22;2,47;0
2018-03-06;Tue;Angebote;Kräuterquark mit Butter, dazu Petersilienkartoffeln (Auch mit Kalbsleberwurst möglich);3,95;2,2;0
2018-03-06;Tue;Angebote;Zucchini im Cornflakesmantel mit feurig-fruchtiger Tomatensoße und gebratenen Curry-Kartoffeln;4,32;2,57;2
2018-03-06;Tue;Pasta;Tomatensoße;;;2
2018-03-06;Tue;Pasta;Pastasoße mit Bauchspeck und Spinat;;;0
2018-03-06;Tue;Pasta;Hausgemachte Pasta mit Thaipesto;;;2
2018-03-06;Tue;Ofenfrisch;Pizza BBQ mit Hühnchen, Paprika und Mais;3,76;2,66;0
2018-03-06;Tue;Ofenfrisch;Pizza mit Blattspinat, Hirtenkäse und roten Zwiebeln;3,76;2,66;1
2018-03-06;Tue;Tagessuppe;Kartoffelsuppe mit Wiener;;;0
2018-03-07;Wed;Angebote;Panierte Scholle Finkenwerder Art mit Prinzessbohnen und Bratkartoffeln;4,74;2,99;0
2018-03-07;Wed;Angebote;Calzone gefüllt mit mediterranem Gemüse und Hirtenkäse;3,76;2,66;1
2018-03-07;Wed;Angebote;Szegediner Sojagulasch mit Kartoffelklößen und Salat;4,0;2,25;2
2018-03-07;Wed;Pasta;Gemüsebolognese;;;2
2018-03-07;Wed;Pasta;Tomatensoße Bolognese;;;0
2018-03-07;Wed;Ofenfrisch;Pizza BBQ mit Hühnchen, Paprika und Mais;3,76;2,66;0
2018-03-07;Wed;Ofenfrisch;Pizza mit Blattspinat, Hirtenkäse und roten Zwiebeln;3,76;2,66;1
2018-03-08;Thu;Angebote;Grillteller mit Schweinesteak, Kasslersteak, Grillwürstchen und Cevapcici, dazu Pommes frites;5,3;3,55;0
2018-03-08;Thu;Angebote;Schweineschnitzel mit Zitronenecke und Pommes frites;3,95;2,2;0
2018-03-08;Thu;Angebote;Mediterranes Pfannengemüse mit Mango-Linsen-Couscous;4,61;2,86;2
2018-03-08;Thu;Pasta;Feurige Käsesoße;;;1
2018-03-08;Thu;Pasta;Wurstgulasch;;;0
2018-03-08;Thu;Ofenfrisch;Pizza BBQ mit Hühnchen, Paprika und Mais;3,76;2,66;0
2018-03-08;Thu;Ofenfrisch;Pizza mit Blattspinat, Hirtenkäse und roten Zwiebeln;3,76;2,66;1
2018-03-09;Fri;Angebote;XXL-Hamburger mit Pommes frites;5,3;3,55;0
2018-03-09;Fri;Angebote;Mit Heidelbeere gefüllter Germknödel, dazu Blaumohn-Vanillesoße;3,74;1,99;1
2018-03-09;Fri;Angebote;Rotes Linsencurry mit Naan Brot und Salat;4,16;2,41;2
2018-03-09;Fri;Angebote;Seitan-Gyros mit Tsatsiki und Krautsalat im Fladenbrot;4,5;2,75;2
2018-03-09;Fri;Pasta;Bohnensugo;;;2
2018-03-09;Fri;Pasta;Pute in fruchtiger Currysoße;;;0
2018-03-09;Fri;Ofenfrisch;Pizza BBQ mit Hühnchen, Paprika und Mais;3,76;2,66;0
2018-03-09;Fri;Ofenfrisch;Pizza mit Blattspinat, Hirtenkäse und roten Zwiebeln;3,76;2,66;1
2018-03-12;Mon;Angebote;Currywurst Hawaii Style ODER Currywurst India Style, dazu Pommes frites;4,3;2,55;0
2018-03-12;Mon;Angebote;Shogok-Tibet. Kartoffelcurry mit Basmati Reis und Salat;3,95;2,2;2
2018-03-12;Mon;Angebote;Falafel mit Couscous, Tortilla-Chips, Joghurt-Dip und Salat;4,36;2,61;1
2018-03-12;Mon;Pasta;Pilz-Auberginen-Sugo;;;2
2018-03-12;Mon;Pasta;Knoblauchsoße mit Hackfleisch und Tomaten;;;0
2018-03-12;Mon;Pasta;Hausgemachte Pasta mit Tomatenpesto;;;2
2018-03-12;Mon;Ofenfrisch;Pizza Bel Paese mit Tomaten und Hirtenkäse;3,76;2,66;1
2018-03-12;Mon;Ofenfrisch;Pizza Bruscetta mit Rucola, marinierten Tomaten, Serranoschinken und gehobeltem Parmesan;3,76;2,66;0
2018-03-13;Tue;Angebote;RESERVIERT FÜR BRÜCKENBAUSYMPOSIUM;;;0
2018-03-14;Wed;Angebote;Seelachsfilet in Kartoffelpanade mit Kartoffelpüree und Salat;4,44;2,69;0
2018-03-14;Wed;Angebote;Broccoli-Käse-Quiches mit Salat;3,76;2,66;0
2018-03-14;Wed;Angebote;Auberginen im Haferflockenmantel mit fruchtiger Tomatensoße, Gemüsebulgur oder Petersilienkartoffeln und Salat;4,44;2,69;2
2018-03-14;Wed;Pasta;Quorn-Gulaschsoße;;;1
2018-03-14;Wed;Pasta;Tomatensoße Bolognese;;;0
2018-03-14;Wed;Pasta;Hausgemachte Pasta mit Tomatenpesto;;;2
2018-03-14;Wed;Ofenfrisch;Pizza Bruscetta mit Rucola, marinierten Tomaten, Serranoschinken und gehobeltem Parmesan;3,76;2,66;0
2018-03-15;Thu;Angebote;Schnitzel XXL in Cornflakespanade mit Zitronenecke und Pommes frites, dazu Salat;5,08;3,33;0
2018-03-15;Thu;Angebote;Schweineschnitzel mit Zitronenecke und Pommes frites;3,95;2,2;0
2018-03-15;Thu;Angebote;Champignonpfanne mit roten Zwiebeln und Creme fraiche, dazu kleine Kartoffelklöße und Salat;4,0;2,25;2
2018-03-15;Thu;Pasta;Frischkäsesoße mit Austernpilzen;;;1
2018-03-15;Thu;Pasta;Tomatensoße mit Schinken, Salami, Champignons und Paprika;;;0
2018-03-15;Thu;Pasta;Hausgemachte Pasta mit Tomatenpesto;;;2
2018-03-15;Thu;Ofenfrisch;Pizza Bruscetta mit Rucola, marinierten Tomaten, Serranoschinken und gehobeltem Parmesan;3,76;2,66;0
2018-03-15;Thu;Ofenfrisch;Pizza Bel Paese mit Tomaten und Hirtenkäse;3,76;2,66;1
2018-03-16;Fri;Angebote;Chicken Burger mit Tomate-Mozzarella, Rucola und Basilikummayonnaise, dazu Pommes frites;5,74;3,99;0
2018-03-16;Fri;Angebote;Kaiserschmarrn mit Apfelmus;4,0;2,25;1
2018-03-16;Fri;Angebote;Veggi Burger mit Räuchertofu, Tomate, Gurke und veganer Tomatenmayonnaise, dazu Sweet Potato Fries;5,74;3,99;2
2018-03-16;Fri;Pasta;Soße alla sicilliana;;;1
2018-03-16;Fri;Pasta;Gulaschsoße;;;0
2018-03-16;Fri;Pasta;Hausgemachte Pasta mit Tomatenpesto;;;2
2018-03-16;Fri;Ofenfrisch;Pizza Bruscetta mit Rucola, marinierten Tomaten, Serranoschinken und gehobeltem Parmesan;3,76;2,66;0
2018-03-16;Fri;Ofenfrisch;Pizza Bel Paese mit Tomaten und Hirtenkäse;3,76;2,66;1
2018-03-19;Mon;Angebote;Paella mit Lachs und Hähnchenfleisch, dazu Salat;4,6;2,85;0
2018-03-19;Mon;Angebote;Sojagulasch Ungarischer Art mit Kartoffelkroketten und Salat;4,0;2,25;2
2018-03-19;Mon;Pasta;Tomatensoße mit Schinken und Hackfleisch;;;0
2018-03-19;Mon;Pasta;Pastasoße mit Steckrüben und Salbei;;;0
2018-03-19;Mon;Pasta;Hausgemachte Pasta mit Petersilienpesto;;;2
2018-03-19;Mon;Ofenfrisch;Pizza Tonno mit Thunfisch, Zwiebeln und Mais;3,76;2,66;0
2018-03-19;Mon;Ofenfrisch;Pizza Caprese mit Tomaten, Basilikum und Mozzarella;3,76;2,66;1
2018-03-20;Tue;Angebote;Arabische Paprikaschote mit Rind- und Lammhackfleisch, dazu Couscous und Joghurtsoße mit Minze;4,74;2,99;0
2018-03-20;Tue;Angebote;Mediterranes Pfannengemüse mit Aioli-Dip und Folienkartoffeln, dazu Salat;4,0;2,25;2
2018-03-20;Tue;Pasta;Tomatensoße mit Austernpilzen;;;2
2018-03-20;Tue;Pasta;Carbonara Frankfurter Art;;;0
2018-03-20;Tue;Pasta;Hausgemachte Pasta mit Petersilienpesto;;;2
2018-03-20;Tue;Ofenfrisch;Pizza Tonno mit Thunfisch, Zwiebeln und Mais;3,76;2,66;0
2018-03-20;Tue;Ofenfrisch;Pizza Caprese mit Tomaten, Basilikum und Mozzarella;3,76;2,66;1
2018-03-21;Wed;Angebote;Gebratenes Pangasiusfilet auf Kartoffel-Steckrübenpüree, dazu Salat;4,5;2,75;0
2018-03-21;Wed;Angebote;Süßkartoffel-Kokoscurry mit Gemüsebulgur und Salat;4,0;2,25;2
2018-03-21;Wed;Pasta;Tomatenratatouille;;;2
2018-03-21;Wed;Pasta;Tomatensoße Bolognese;;;0
2018-03-21;Wed;Pasta;Hausgemachte Pasta mit Petersilienpesto;;;2
2018-03-21;Wed;Ofenfrisch;Pizza Tonno mit Thunfisch, Zwiebeln und Mais;3,76;2,66;0
2018-03-21;Wed;Ofenfrisch;Pizza Caprese mit Tomaten, Basilikum und Mozzarella;3,76;2,66;1
2018-03-22;Thu;Angebote;Schweinesteak mit Würzfleisch gratiniert, dazu Erbsen und Pommes frites;4,85;3,1;0
2018-03-22;Thu;Angebote;Schweineschnitzel mit Zitronenecke und Pommes frites;4,0;2,25;0
2018-03-22;Thu;Angebote;Türkische Linsenlaibchen mit Hirtenkäse-Raukecreme (vegetarisch) ODER Veta-Raukecreme (vegan), dazu gebackene Kartoffelecken und Salat;4,0;2,25;1
2018-03-22;Thu;Pasta;Zucchinirahmsoße mit gemischten Pilzen und Parmesan;;;1
2018-03-22;Thu;Pasta;Tomatensoße mit Jagdwurst und Schmorkraut;;;0
2018-03-22;Thu;Pasta;Hausgemachte Pasta mit Petersilienpesto;;;2
2018-03-22;Thu;Ofenfrisch;Pizza Tonno mit Thunfisch, Zwiebeln und Mais;3,76;2,66;0
2018-03-22;Thu;Ofenfrisch;Pizza Caprese mit Tomaten, Basilikum und Mozzarella;3,76;2,66;1
2018-03-23;Fri;Angebote;Zelt Döner (Mit Schwein/ Hähnchen);4,74;2,99;0
2018-03-23;Fri;Angebote;Chili Burger mit Tomaten, roten Zwiebeln, Peperoni und Currymayonnaise, dazu Pommes frites;4,74;2,99;1
2018-03-23;Fri;Angebote;Marokkanische Kichererbsen-Pfanne mit Rosmarinkartoffeln;4,0;2,25;2
2018-03-23;Fri;Pasta;Hausgemachte Pasta mit Petersilienpesto;;;2
2018-03-23;Fri;Pasta;Ricotta-Spinatsoße;;;1
2018-03-23;Fri;Pasta;Ungarischer Schweinegulasch;;;0
2018-03-23;Fri;Ofenfrisch;Pizza Tonno mit Thunfisch, Zwiebeln und Mais;3,76;2,66;0
2018-03-23;Fri;Ofenfrisch;Pizza Caprese mit Tomaten, Basilikum und Mozzarella;3,76;2,66;1
2018-04-23;Mon;Putenbrust im Backteig auf buntem Gemüse aus dem Wok, dazu gebratene Nudeln oder Basmati Reis (Auch fleischlos möglich;2,50 €/ 4,25 €);5,2;3,45;0
2018-04-23;Mon;Angebote;Kohlroulade in deftiger Bratensoße mit Schmorkraut und Petersilienkartoffeln;4,0;2,25;0
2018-04-23;Mon;Angebote;Gemüseschnitzel mit Kräuterrahmsoße, Maisgemüse und Petersilienkartoffeln;4,18;2,43;2
2018-04-23;Mon;Pasta;Hackfleisch-Zucchinisoße;;;0
2018-04-23;Mon;Pasta;Hausgemachte Pasta mit Thaipesto;;;2
2018-04-23;Mon;Ofenfrisch;Pizza mit BBQ-Hühnchen, Paprika und Mais;3,76;2,66;0
2018-04-23;Mon;Ofenfrisch;Pizza mit Blattspinat, Hirtenkäse und roten Zwiebeln;3,76;2,66;1
2018-04-23;Mon;Ofenfrisch;Pizza Bacon BBQ mit Paprika und Mais;3,76;2,66;0
2018-04-23;Mon;Tagessuppe;Jägertopf;;;0
2018-04-23;Mon;Tagessuppe;Asiatische Gemüsesuppe;;;2
2018-04-24;Tue;Angebote;Alaska Seelachs Schlemmerfilet mit Kartoffelpüree und buntem Salat;4,22;2,47;0
2018-04-24;Tue;Angebote;Schweinerückenschnitzel mit Pommes und buntem Salat;4,0;2,25;0
2018-04-24;Tue;Angebote;Szegediner Sojagulasch mit Langkornreis und Salat;4,0;2,25;2
2018-04-24;Tue;Pasta;Tomatensoße mit Oliven;;;2
2018-04-24;Tue;Pasta;Pastasoße mit Bauchspeck und Spinat;;;0
2018-04-24;Tue;Pasta;Hausgemachte Pasta mit Zucchini-Basilikum-Pesto;;;2
2018-04-24;Tue;Ofenfrisch;Pizza mit BBQ-Hühnchen, Paprika und Mais;3,76;2,66;0
2018-04-24;Tue;Tagessuppe;Erbsencremesuppe;;;1
2018-04-24;Tue;Tagessuppe;Romanesco-Maiscremesuppe;;;1
2018-04-25;Wed;Angebote;Gebratenes Forellenfilet mit Mandelbutter, Püree und Salat;5,74;3,99;0
2018-04-25;Wed;Angebote;Kräuterquark mit Butter und Kalbsleberwurst, dazu Petersilienkartoffeln;4,0;2,25;0
2018-04-25;Wed;Pasta;Gemüsebolognese;;;2
2018-04-25;Wed;Pasta;Tomatensoße Bolognese;;;0
2018-04-25;Wed;Pasta;Hausgemachte Pasta mit Zucchini-Basilikum-Pesto;;;2
2018-04-25;Wed;Ofenfrisch;Pizza mit BBQ-Hühnchen, Paprika und Mais;3,76;2,66;0
2018-04-25;Wed;Ofenfrisch;Pizza mit Blattspinat, Hirtenkäse und roten Zwiebeln;3,76;2,66;1
2018-04-25;Wed;Tagessuppe;Kartoffelsuppe mit Bacon;;;0
2018-04-25;Wed;Tagessuppe;Maiscreme-Tomatensuppe;;;1
2018-04-26;Thu;Angebote;Schweineschnitzel mit deftiger Paprika-Wurstpfanne, Buttererbsen, Pommes frites oder Petersilienkartoffeln;4,85;3,1;0
2018-04-26;Thu;Angebote;Schweineschnitzel mit Zitronenecke und Pommes frites;4,0;2,25;0
2018-04-26;Thu;Angebote;Szegediner Sojagulasch mit Tomatenreis und Salat;4,0;2,25;2
2018-04-26;Thu;Pasta;Feurige Käsesoße;;;1
2018-04-26;Thu;Pasta;Wurstgulasch;;;0
2018-04-26;Thu;Pasta;Hausgemachte Pasta mit Zucchini-Basilikum-Pesto;;;2
2018-04-26;Thu;Ofenfrisch;Pizza mit BBQ-Hühnchen, Paprika und Mais;3,76;2,66;0
2018-04-26;Thu;Ofenfrisch;Pizza mit Blattspinat, Hirtenkäse und roten Zwiebeln;3,76;2,66;1
2018-04-26;Thu;Tagessuppe;Maiscreme-Tomatensuppe;;;1
2018-04-26;Thu;Tagessuppe;Chili con Carne;;;0
2018-04-27;Fri;Angebote;"Pulled Turkey Burger mit ""Magic Dust Rub"", Guacamole, Mango-Kürbischutney und Pommes frites";5,08;3,33;0
2018-04-27;Fri;Angebote;Veggi Burger Ratatouille Style mit Pommes frites;4,74;2,99;2
2018-04-27;Fri;Pasta;Bohnensugo;;;2
2018-04-27;Fri;Pasta;Hausgemachte Pasta mit Zucchini-Basilikum-Pesto;;;2
2018-04-27;Fri;Pasta;Pute in fruchtiger Currysoße;;;0
2018-04-27;Fri;Ofenfrisch;Pizza mit BBQ-Hühnchen, Paprika und Mais;3,76;2,66;0
2018-04-27;Fri;Ofenfrisch;Pizza mit Blattspinat und Hirtenkäse;3,76;2,66;1
2018-04-27;Fri;Tagessuppe;Soljanka;;;0
2018-04-27;Fri;Tagessuppe;Erbsen-Käsesuppe;;;1
2018-04-30;Mon;Angebote;Seelachsfilet in Kartoffelpanade mit Kartoffelstampf und Salat;4,34;2,59;0
2018-04-30;Mon;Angebote;Eibauer Schwarzbierfleisch, dazu Rosenkohl mit Speck und Couscous;4,38;2,63;0
2018-04-30;Mon;Angebote;Blätterteigtasche mit Champignons gefüllt, dazu Rahmporree und Möhrensalat mit Apfel;4,24;2,49;1
2018-04-30;Mon;Angebote;Kichererbsenbällchen mit scharfer Tomatensalsa und Couscous;4,0;2,25;2
2018-04-30;Mon;Pasta;Pilz-Auberginensugo;;;2
2018-04-30;Mon;Pasta;Knoblauchsoße mit Hackfleisch und Tomaten;;;0
2018-04-30;Mon;Pasta;Hausgemachte Pasta mit frischem Tomatenpesto;;;2
2018-04-30;Mon;Tagessuppe;Tomatensuppe mit Croutons;;;2
2018-04-30;Mon;Tagessuppe;Avocado-Paprikasuppe;;;1
2018-05-02;Wed;Angebote;Hähnchenbrustfilet Napoli mit Tomatenspaghetti;4,53;2,78;0
2018-05-02;Wed;Angebote;Pfefferfleisch vom Schwein mit Bratkartoffeln und buntem Weißkrautsalat;4,42;2,67;0
2018-05-02;Wed;Angebote;Shogok-Tibet. Kartoffelcurry mit Reis und Salat;3,95;2,2;2
2018-05-02;Wed;Angebote;Gemüseschnitzel mit fruchtiger Tomatensoße, Gemüsebulgur oder Petersilienkartoffeln und Salat;4,0;2,25;2
2018-05-02;Wed;Pasta;Tomatensoße Bolognese;;;0
2018-05-02;Wed;Pasta;Quorn-Gulaschsoße;;;1
2018-05-02;Wed;Pasta;Hausgemachte Pasta mit frischem Tomatenpesto;;;2
2018-05-02;Wed;Tagessuppe;Hackfleisch-Lauchsuppe;;;0
2018-05-03;Thu;Angebote;Schnitzel in Tortilla-Chipspanade mit Tomatensalsa und Pommes frites;4,9;3,15;0
2018-05-03;Thu;Angebote;Schweineschnitzel mit Zitronenecke und Pommes frites;4,0;2,25;0
2018-05-03;Thu;Angebote;Kartoffeln in Käsesoße mit mediterranem Pfannengemüse und Salat;4,44;2,69;1
